id,sequence,task,choices,response,domain,response_type,conscientiousness,openness
1,61,Some;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,1.666667
1,62,No;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,1.666667
1,63,No;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,1.666667
1,64,Some;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,1.666667
2,1,No;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,2,No;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,3,Some;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,4,Some;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,5,Some not;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,6,Some not;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,7,Some not;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,8,Some;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,9,All;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,10,No;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,11,No;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,12,No;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,13,No;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,14,No;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,15,Some not;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,16,Some not;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,17,All;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,18,Some not;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,19,All;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,20,Some;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,21,All;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,22,Some;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,23,Some not;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,24,All;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,25,All;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,26,Some not;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,27,All;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,28,Some;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,29,No;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,30,No;B;A/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,31,All;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,32,No;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,33,All;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,34,Some;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,35,No;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,36,Some;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,37,Some;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,38,Some;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,39,Some not;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,40,No;A;B/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,41,Some not;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,42,Some not;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,43,Some not;A;B/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,44,All;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,45,No;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,46,All;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,47,Some not;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,48,All;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,49,No;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,50,Some not;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,51,No;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,52,No;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,53,Some;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,54,Some not;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,55,All;B;A/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,56,Some;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,57,Some;A;B/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,58,All;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,59,Some;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
2,60,All;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,61,Some;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,62,Some not;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;C;A,syllogistic,single-choice,5.0,5.3333330000000005
2,63,Some;A;B/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,5.3333330000000005
2,64,All;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,5.3333330000000005
3,1,No;B;A/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,6.3333330000000005
3,2,All;A;B/No;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,6.3333330000000005
3,3,Some;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,6.3333330000000005
3,4,Some not;B;A/Some not;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,NVC,syllogistic,single-choice,5.0,6.3333330000000005
3,5,Some not;A;B/Some;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some;A;C,syllogistic,single-choice,5.0,6.3333330000000005
3,6,All;B;A/No;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,6.3333330000000005
3,7,All;A;B/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,All;A;C,syllogistic,single-choice,5.0,6.3333330000000005
3,8,Some not;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,6.3333330000000005
3,9,No;B;A/All;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,6.3333330000000005
3,10,All;B;A/Some not;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,6.3333330000000005
3,11,Some not;B;A/Some;B;C,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,Some not;A;C,syllogistic,single-choice,5.0,6.3333330000000005
3,12,No;A;B/All;C;B,All;A;C|All;C;A|Some;A;C|Some;C;A|No;A;C|No;C;A|Some not;A;C|Some not;C;A,No;C;A,syllogistic,single-choice,5.0,6.3333330000000005
